Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,Position,LapTimeSeconds,Season,GrandPrix
STR,Aston Martin,3.0,0 days 00:01:28.303000,MEDIUM,3.0,2.0,11.0,88.303,2024,Monaco
STR,Aston Martin,4.0,0 days 00:01:23.354000,MEDIUM,4.0,2.0,11.0,83.354,2024,Monaco
STR,Aston Martin,5.0,0 days 00:01:23.731000,MEDIUM,5.0,2.0,11.0,83.731,2024,Monaco
STR,Aston Martin,6.0,0 days 00:01:22.977000,MEDIUM,6.0,2.0,11.0,82.977,2024,Monaco
STR,Aston Martin,7.0,0 days 00:01:22.634000,MEDIUM,7.0,2.0,11.0,82.634,2024,Monaco
STR,Aston Martin,8.0,0 days 00:01:21.653000,MEDIUM,8.0,2.0,11.0,81.653,2024,Monaco
STR,Aston Martin,9.0,0 days 00:01:22.090000,MEDIUM,9.0,2.0,11.0,82.09,2024,Monaco
STR,Aston Martin,10.0,0 days 00:01:21.725000,MEDIUM,10.0,2.0,11.0,81.725,2024,Monaco
STR,Aston Martin,11.0,0 days 00:01:21.517000,MEDIUM,11.0,2.0,11.0,81.517,2024,Monaco
STR,Aston Martin,12.0,0 days 00:01:21.471000,MEDIUM,12.0,2.0,11.0,81.471,2024,Monaco
STR,Aston Martin,13.0,0 days 00:01:21.314000,MEDIUM,13.0,2.0,11.0,81.314,2024,Monaco
STR,Aston Martin,14.0,0 days 00:01:20.427000,MEDIUM,14.0,2.0,11.0,80.427,2024,Monaco
STR,Aston Martin,15.0,0 days 00:01:20.781000,MEDIUM,15.0,2.0,11.0,80.781,2024,Monaco
STR,Aston Martin,16.0,0 days 00:01:21.189000,MEDIUM,16.0,2.0,11.0,81.189,2024,Monaco
STR,Aston Martin,17.0,0 days 00:01:21.970000,MEDIUM,17.0,2.0,11.0,81.97,2024,Monaco
STR,Aston Martin,18.0,0 days 00:01:20.698000,MEDIUM,18.0,2.0,11.0,80.698,2024,Monaco
STR,Aston Martin,19.0,0 days 00:01:20.353000,MEDIUM,19.0,2.0,11.0,80.353,2024,Monaco
STR,Aston Martin,20.0,0 days 00:01:19.398000,MEDIUM,20.0,2.0,11.0,79.398,2024,Monaco
STR,Aston Martin,21.0,0 days 00:01:19.016000,MEDIUM,21.0,2.0,11.0,79.016,2024,Monaco
STR,Aston Martin,22.0,0 days 00:01:21.307000,MEDIUM,22.0,2.0,11.0,81.307,2024,Monaco
STR,Aston Martin,23.0,0 days 00:01:21.188000,MEDIUM,23.0,2.0,11.0,81.188,2024,Monaco
STR,Aston Martin,24.0,0 days 00:01:21.621000,MEDIUM,24.0,2.0,11.0,81.621,2024,Monaco
STR,Aston Martin,25.0,0 days 00:01:20.506000,MEDIUM,25.0,2.0,11.0,80.506,2024,Monaco
STR,Aston Martin,26.0,0 days 00:01:20.589000,MEDIUM,26.0,2.0,11.0,80.589,2024,Monaco
STR,Aston Martin,27.0,0 days 00:01:20.307000,MEDIUM,27.0,2.0,11.0,80.307,2024,Monaco
STR,Aston Martin,28.0,0 days 00:01:20.131000,MEDIUM,28.0,2.0,11.0,80.131,2024,Monaco
STR,Aston Martin,29.0,0 days 00:01:19.464000,MEDIUM,29.0,2.0,11.0,79.464,2024,Monaco
STR,Aston Martin,30.0,0 days 00:01:21.422000,MEDIUM,30.0,2.0,11.0,81.422,2024,Monaco
STR,Aston Martin,31.0,0 days 00:01:22.535000,MEDIUM,31.0,2.0,11.0,82.535,2024,Monaco
STR,Aston Martin,32.0,0 days 00:01:21.252000,MEDIUM,32.0,2.0,11.0,81.252,2024,Monaco
STR,Aston Martin,33.0,0 days 00:01:20.536000,MEDIUM,33.0,2.0,11.0,80.536,2024,Monaco
STR,Aston Martin,34.0,0 days 00:01:19.789000,MEDIUM,34.0,2.0,11.0,79.789,2024,Monaco
STR,Aston Martin,35.0,0 days 00:01:19.497000,MEDIUM,35.0,2.0,11.0,79.497,2024,Monaco
STR,Aston Martin,36.0,0 days 00:01:19.297000,MEDIUM,36.0,2.0,11.0,79.297,2024,Monaco
STR,Aston Martin,37.0,0 days 00:01:19.638000,MEDIUM,37.0,2.0,11.0,79.638,2024,Monaco
STR,Aston Martin,38.0,0 days 00:01:19.706000,MEDIUM,38.0,2.0,11.0,79.706,2024,Monaco
STR,Aston Martin,39.0,0 days 00:01:19.867000,MEDIUM,39.0,2.0,11.0,79.867,2024,Monaco
STR,Aston Martin,40.0,0 days 00:01:20.450000,MEDIUM,40.0,2.0,11.0,80.45,2024,Monaco
STR,Aston Martin,41.0,0 days 00:01:20.200000,MEDIUM,41.0,2.0,11.0,80.2,2024,Monaco
STR,Aston Martin,42.0,0 days 00:01:37.062000,MEDIUM,42.0,2.0,11.0,97.062,2024,Monaco
STR,Aston Martin,43.0,0 days 00:01:22.775000,HARD,3.0,3.0,11.0,82.775,2024,Monaco
STR,Aston Martin,44.0,0 days 00:01:18.551000,HARD,4.0,3.0,11.0,78.551,2024,Monaco
STR,Aston Martin,45.0,0 days 00:01:18.806000,HARD,5.0,3.0,11.0,78.806,2024,Monaco
STR,Aston Martin,46.0,0 days 00:01:18.296000,HARD,6.0,3.0,11.0,78.296,2024,Monaco
STR,Aston Martin,47.0,0 days 00:01:18.062000,HARD,7.0,3.0,11.0,78.062,2024,Monaco
STR,Aston Martin,48.0,0 days 00:01:49.132000,HARD,8.0,3.0,16.0,109.132,2024,Monaco
STR,Aston Martin,49.0,0 days 00:01:19.089000,SOFT,1.0,4.0,16.0,79.089,2024,Monaco
STR,Aston Martin,50.0,0 days 00:01:17.788000,SOFT,2.0,4.0,16.0,77.788,2024,Monaco
STR,Aston Martin,51.0,0 days 00:01:16.982000,SOFT,3.0,4.0,16.0,76.982,2024,Monaco
STR,Aston Martin,52.0,0 days 00:01:17.350000,SOFT,4.0,4.0,16.0,77.35,2024,Monaco
STR,Aston Martin,53.0,0 days 00:01:21.547000,SOFT,5.0,4.0,16.0,81.547,2024,Monaco
STR,Aston Martin,54.0,0 days 00:01:20.571000,SOFT,6.0,4.0,16.0,80.571,2024,Monaco
STR,Aston Martin,55.0,0 days 00:01:19.963000,SOFT,7.0,4.0,15.0,79.963,2024,Monaco
STR,Aston Martin,56.0,0 days 00:01:17.279000,SOFT,8.0,4.0,14.0,77.279,2024,Monaco
STR,Aston Martin,57.0,0 days 00:01:16.914000,SOFT,9.0,4.0,14.0,76.914,2024,Monaco
STR,Aston Martin,58.0,0 days 00:01:17.156000,SOFT,10.0,4.0,14.0,77.156,2024,Monaco
STR,Aston Martin,59.0,0 days 00:01:16.710000,SOFT,11.0,4.0,14.0,76.71,2024,Monaco
STR,Aston Martin,60.0,0 days 00:01:17.326000,SOFT,12.0,4.0,14.0,77.326,2024,Monaco
STR,Aston Martin,61.0,0 days 00:01:18.298000,SOFT,13.0,4.0,14.0,78.298,2024,Monaco
STR,Aston Martin,62.0,0 days 00:01:19.070000,SOFT,14.0,4.0,14.0,79.07,2024,Monaco
STR,Aston Martin,63.0,0 days 00:01:19.100000,SOFT,15.0,4.0,14.0,79.1,2024,Monaco
STR,Aston Martin,64.0,0 days 00:01:18.425000,SOFT,16.0,4.0,14.0,78.425,2024,Monaco
STR,Aston Martin,65.0,0 days 00:01:18.732000,SOFT,17.0,4.0,14.0,78.732,2024,Monaco
STR,Aston Martin,66.0,0 days 00:01:18.748000,SOFT,18.0,4.0,14.0,78.748,2024,Monaco
STR,Aston Martin,67.0,0 days 00:01:18.636000,SOFT,19.0,4.0,14.0,78.636,2024,Monaco
STR,Aston Martin,68.0,0 days 00:01:18.057000,SOFT,20.0,4.0,14.0,78.057,2024,Monaco
STR,Aston Martin,69.0,0 days 00:01:18.275000,SOFT,21.0,4.0,14.0,78.275,2024,Monaco
STR,Aston Martin,70.0,0 days 00:01:18.557000,SOFT,22.0,4.0,14.0,78.557,2024,Monaco
STR,Aston Martin,71.0,0 days 00:01:18.464000,SOFT,23.0,4.0,14.0,78.464,2024,Monaco
STR,Aston Martin,72.0,0 days 00:01:18.332000,SOFT,24.0,4.0,14.0,78.332,2024,Monaco
STR,Aston Martin,73.0,0 days 00:01:20.709000,SOFT,25.0,4.0,14.0,80.709,2024,Monaco
STR,Aston Martin,74.0,0 days 00:01:18.230000,SOFT,26.0,4.0,14.0,78.23,2024,Monaco
STR,Aston Martin,75.0,0 days 00:01:18.511000,SOFT,27.0,4.0,14.0,78.511,2024,Monaco
STR,Aston Martin,76.0,0 days 00:01:18.623000,SOFT,28.0,4.0,14.0,78.623,2024,Monaco
SAR,Williams,1.0,0 days 00:41:56.858000,HARD,1.0,1.0,14.0,2516.858,2024,Monaco
SAR,Williams,2.0,0 days 00:02:01.235000,HARD,2.0,2.0,14.0,121.235,2024,Monaco
SAR,Williams,3.0,0 days 00:01:30.077000,HARD,3.0,2.0,15.0,90.077,2024,Monaco
SAR,Williams,4.0,0 days 00:01:23.682000,HARD,4.0,2.0,15.0,83.682,2024,Monaco
SAR,Williams,5.0,0 days 00:01:23.674000,HARD,5.0,2.0,15.0,83.674,2024,Monaco
SAR,Williams,6.0,0 days 00:01:22.739000,HARD,6.0,2.0,15.0,82.739,2024,Monaco
SAR,Williams,7.0,0 days 00:01:22.899000,HARD,7.0,2.0,15.0,82.899,2024,Monaco
SAR,Williams,8.0,0 days 00:01:22.221000,HARD,8.0,2.0,15.0,82.221,2024,Monaco
SAR,Williams,9.0,0 days 00:01:21.679000,HARD,9.0,2.0,15.0,81.679,2024,Monaco
SAR,Williams,10.0,0 days 00:01:21.944000,HARD,10.0,2.0,15.0,81.944,2024,Monaco
SAR,Williams,11.0,0 days 00:01:21.492000,HARD,11.0,2.0,15.0,81.492,2024,Monaco
SAR,Williams,12.0,0 days 00:01:21.404000,HARD,12.0,2.0,15.0,81.404,2024,Monaco
SAR,Williams,13.0,0 days 00:01:21.499000,HARD,13.0,2.0,15.0,81.499,2024,Monaco
SAR,Williams,14.0,0 days 00:01:21.219000,HARD,14.0,2.0,15.0,81.219,2024,Monaco
SAR,Williams,15.0,0 days 00:01:21.340000,HARD,15.0,2.0,14.0,81.34,2024,Monaco
SAR,Williams,16.0,0 days 00:01:20.646000,HARD,16.0,2.0,14.0,80.646,2024,Monaco
SAR,Williams,17.0,0 days 00:01:21.016000,HARD,17.0,2.0,14.0,81.016,2024,Monaco
SAR,Williams,18.0,0 days 00:01:21.031000,HARD,18.0,2.0,14.0,81.031,2024,Monaco
SAR,Williams,19.0,0 days 00:01:21.221000,HARD,19.0,2.0,14.0,81.221,2024,Monaco
SAR,Williams,20.0,0 days 00:01:20.853000,HARD,20.0,2.0,14.0,80.853,2024,Monaco
SAR,Williams,21.0,0 days 00:01:20.849000,HARD,21.0,2.0,14.0,80.849,2024,Monaco
SAR,Williams,22.0,0 days 00:01:20.897000,HARD,22.0,2.0,14.0,80.897,2024,Monaco
SAR,Williams,23.0,0 days 00:01:20.593000,HARD,23.0,2.0,14.0,80.593,2024,Monaco
SAR,Williams,24.0,0 days 00:01:20.395000,HARD,24.0,2.0,14.0,80.395,2024,Monaco
SAR,Williams,25.0,0 days 00:01:20.903000,HARD,25.0,2.0,14.0,80.903,2024,Monaco
SAR,Williams,26.0,0 days 00:01:20.929000,HARD,26.0,2.0,14.0,80.929,2024,Monaco
SAR,Williams,27.0,0 days 00:01:21.231000,HARD,27.0,2.0,14.0,81.231,2024,Monaco
SAR,Williams,28.0,0 days 00:01:21.604000,HARD,28.0,2.0,14.0,81.604,2024,Monaco
SAR,Williams,29.0,0 days 00:01:21.334000,HARD,29.0,2.0,14.0,81.334,2024,Monaco
SAR,Williams,30.0,0 days 00:01:20.840000,HARD,30.0,2.0,14.0,80.84,2024,Monaco
SAR,Williams,31.0,0 days 00:01:20.775000,HARD,31.0,2.0,14.0,80.775,2024,Monaco
SAR,Williams,32.0,0 days 00:01:20.797000,HARD,32.0,2.0,14.0,80.797,2024,Monaco
SAR,Williams,33.0,0 days 00:01:20.530000,HARD,33.0,2.0,14.0,80.53,2024,Monaco
SAR,Williams,34.0,0 days 00:01:20.738000,HARD,34.0,2.0,14.0,80.738,2024,Monaco
SAR,Williams,35.0,0 days 00:01:20.584000,HARD,35.0,2.0,14.0,80.584,2024,Monaco
SAR,Williams,36.0,0 days 00:01:21.134000,HARD,36.0,2.0,14.0,81.134,2024,Monaco
SAR,Williams,37.0,0 days 00:01:21.404000,HARD,37.0,2.0,14.0,81.404,2024,Monaco
SAR,Williams,38.0,0 days 00:01:21.131000,HARD,38.0,2.0,14.0,81.131,2024,Monaco
SAR,Williams,39.0,0 days 00:01:21.273000,HARD,39.0,2.0,14.0,81.273,2024,Monaco
SAR,Williams,40.0,0 days 00:01:21.780000,HARD,40.0,2.0,14.0,81.78,2024,Monaco
SAR,Williams,41.0,0 days 00:01:24.378000,HARD,41.0,2.0,14.0,84.378,2024,Monaco
SAR,Williams,42.0,0 days 00:01:21.870000,HARD,42.0,2.0,14.0,81.87,2024,Monaco
SAR,Williams,43.0,0 days 00:01:20.552000,HARD,43.0,2.0,14.0,80.552,2024,Monaco
SAR,Williams,44.0,0 days 00:01:19.511000,HARD,44.0,2.0,14.0,79.511,2024,Monaco
SAR,Williams,45.0,0 days 00:01:20.720000,HARD,45.0,2.0,14.0,80.72,2024,Monaco
SAR,Williams,46.0,0 days 00:01:20.124000,HARD,46.0,2.0,14.0,80.124,2024,Monaco
SAR,Williams,47.0,0 days 00:01:19.888000,HARD,47.0,2.0,14.0,79.888,2024,Monaco
SAR,Williams,48.0,0 days 00:01:20.970000,HARD,48.0,2.0,13.0,80.97,2024,Monaco
SAR,Williams,49.0,0 days 00:01:23.966000,HARD,49.0,2.0,13.0,83.966,2024,Monaco
SAR,Williams,50.0,0 days 00:01:20.292000,HARD,50.0,2.0,13.0,80.292,2024,Monaco
SAR,Williams,51.0,0 days 00:01:21.817000,HARD,51.0,2.0,14.0,81.817,2024,Monaco
SAR,Williams,52.0,0 days 00:01:20.780000,HARD,52.0,2.0,14.0,80.78,2024,Monaco
SAR,Williams,53.0,0 days 00:01:21.318000,HARD,53.0,2.0,14.0,81.318,2024,Monaco
SAR,Williams,54.0,0 days 00:01:22.289000,HARD,54.0,2.0,14.0,82.289,2024,Monaco
SAR,Williams,55.0,0 days 00:01:20.342000,HARD,55.0,2.0,14.0,80.342,2024,Monaco
SAR,Williams,56.0,0 days 00:01:21.474000,HARD,56.0,2.0,15.0,81.474,2024,Monaco
SAR,Williams,57.0,0 days 00:01:37.746000,HARD,57.0,2.0,16.0,97.746,2024,Monaco
SAR,Williams,58.0,0 days 00:01:19.809000,MEDIUM,1.0,3.0,16.0,79.809,2024,Monaco
SAR,Williams,59.0,0 days 00:01:15.594000,MEDIUM,2.0,3.0,16.0,75.594,2024,Monaco
SAR,Williams,60.0,0 days 00:01:15.580000,MEDIUM,3.0,3.0,16.0,75.58,2024,Monaco
SAR,Williams,61.0,0 days 00:01:15.558000,MEDIUM,4.0,3.0,16.0,75.558,2024,Monaco
SAR,Williams,62.0,0 days 00:01:15.525000,MEDIUM,5.0,3.0,16.0,75.525,2024,Monaco
SAR,Williams,63.0,0 days 00:01:15.688000,MEDIUM,6.0,3.0,16.0,75.688,2024,Monaco
SAR,Williams,64.0,0 days 00:01:16.895000,MEDIUM,7.0,3.0,16.0,76.895,2024,Monaco
SAR,Williams,65.0,0 days 00:01:19.869000,MEDIUM,8.0,3.0,16.0,79.869,2024,Monaco
SAR,Williams,66.0,0 days 00:01:20.799000,MEDIUM,9.0,3.0,16.0,80.799,2024,Monaco
SAR,Williams,67.0,0 days 00:01:20.347000,MEDIUM,10.0,3.0,16.0,80.347,2024,Monaco
SAR,Williams,68.0,0 days 00:01:20.004000,MEDIUM,11.0,3.0,15.0,80.004,2024,Monaco
SAR,Williams,69.0,0 days 00:01:16.077000,MEDIUM,12.0,3.0,15.0,76.077,2024,Monaco
SAR,Williams,70.0,0 days 00:01:16.866000,MEDIUM,13.0,3.0,15.0,76.866,2024,Monaco
SAR,Williams,71.0,0 days 00:01:16.326000,MEDIUM,14.0,3.0,15.0,76.326,2024,Monaco
SAR,Williams,72.0,0 days 00:01:16.402000,MEDIUM,15.0,3.0,15.0,76.402,2024,Monaco
SAR,Williams,73.0,0 days 00:01:16.370000,MEDIUM,16.0,3.0,15.0,76.37,2024,Monaco
SAR,Williams,74.0,0 days 00:01:16.863000,MEDIUM,17.0,3.0,15.0,76.863,2024,Monaco
SAR,Williams,75.0,0 days 00:01:16.324000,MEDIUM,18.0,3.0,15.0,76.324,2024,Monaco
SAR,Williams,76.0,0 days 00:01:17.197000,MEDIUM,19.0,3.0,15.0,77.197,2024,Monaco
ZHO,Kick Sauber,1.0,0 days 00:42:06.253000,MEDIUM,1.0,1.0,16.0,2526.253,2024,Monaco
ZHO,Kick Sauber,2.0,0 days 00:01:52.131000,HARD,1.0,2.0,16.0,112.131,2024,Monaco
ZHO,Kick Sauber,3.0,0 days 00:01:30.396000,HARD,2.0,2.0,16.0,90.396,2024,Monaco
ZHO,Kick Sauber,4.0,0 days 00:01:23.698000,HARD,3.0,2.0,16.0,83.698,2024,Monaco
ZHO,Kick Sauber,5.0,0 days 00:01:23.494000,HARD,4.0,2.0,16.0,83.494,2024,Monaco
ZHO,Kick Sauber,6.0,0 days 00:01:22.649000,HARD,5.0,2.0,16.0,82.649,2024,Monaco
ZHO,Kick Sauber,7.0,0 days 00:01:22.934000,HARD,6.0,2.0,16.0,82.934,2024,Monaco
ZHO,Kick Sauber,8.0,0 days 00:01:22.182000,HARD,7.0,2.0,16.0,82.182,2024,Monaco
ZHO,Kick Sauber,9.0,0 days 00:01:21.810000,HARD,8.0,2.0,16.0,81.81,2024,Monaco
ZHO,Kick Sauber,10.0,0 days 00:01:21.944000,HARD,9.0,2.0,16.0,81.944,2024,Monaco
ZHO,Kick Sauber,11.0,0 days 00:01:21.563000,HARD,10.0,2.0,16.0,81.563,2024,Monaco
ZHO,Kick Sauber,12.0,0 days 00:01:21.193000,HARD,11.0,2.0,16.0,81.193,2024,Monaco
ZHO,Kick Sauber,13.0,0 days 00:01:21.529000,HARD,12.0,2.0,16.0,81.529,2024,Monaco
ZHO,Kick Sauber,14.0,0 days 00:01:21.264000,HARD,13.0,2.0,16.0,81.264,2024,Monaco
ZHO,Kick Sauber,15.0,0 days 00:01:21.447000,HARD,14.0,2.0,15.0,81.447,2024,Monaco
ZHO,Kick Sauber,16.0,0 days 00:01:20.481000,HARD,15.0,2.0,15.0,80.481,2024,Monaco
ZHO,Kick Sauber,17.0,0 days 00:01:20.979000,HARD,16.0,2.0,15.0,80.979,2024,Monaco
ZHO,Kick Sauber,18.0,0 days 00:01:20.911000,HARD,17.0,2.0,15.0,80.911,2024,Monaco
ZHO,Kick Sauber,19.0,0 days 00:01:21.420000,HARD,18.0,2.0,15.0,81.42,2024,Monaco
ZHO,Kick Sauber,20.0,0 days 00:01:20.904000,HARD,19.0,2.0,15.0,80.904,2024,Monaco
ZHO,Kick Sauber,21.0,0 days 00:01:20.669000,HARD,20.0,2.0,15.0,80.669,2024,Monaco
ZHO,Kick Sauber,22.0,0 days 00:01:21.083000,HARD,21.0,2.0,15.0,81.083,2024,Monaco
ZHO,Kick Sauber,23.0,0 days 00:01:20.792000,HARD,22.0,2.0,15.0,80.792,2024,Monaco
ZHO,Kick Sauber,24.0,0 days 00:01:20.347000,HARD,23.0,2.0,15.0,80.347,2024,Monaco
ZHO,Kick Sauber,25.0,0 days 00:01:20.763000,HARD,24.0,2.0,15.0,80.763,2024,Monaco
ZHO,Kick Sauber,26.0,0 days 00:01:20.869000,HARD,25.0,2.0,15.0,80.869,2024,Monaco
ZHO,Kick Sauber,27.0,0 days 00:01:21.293000,HARD,26.0,2.0,15.0,81.293,2024,Monaco
ZHO,Kick Sauber,28.0,0 days 00:01:21.516000,HARD,27.0,2.0,15.0,81.516,2024,Monaco
ZHO,Kick Sauber,29.0,0 days 00:01:21.338000,HARD,28.0,2.0,15.0,81.338,2024,Monaco
ZHO,Kick Sauber,30.0,0 days 00:01:21.044000,HARD,29.0,2.0,15.0,81.044,2024,Monaco
ZHO,Kick Sauber,31.0,0 days 00:01:20.806000,HARD,30.0,2.0,15.0,80.806,2024,Monaco
ZHO,Kick Sauber,32.0,0 days 00:01:20.782000,HARD,31.0,2.0,15.0,80.782,2024,Monaco
ZHO,Kick Sauber,33.0,0 days 00:01:20.677000,HARD,32.0,2.0,15.0,80.677,2024,Monaco
ZHO,Kick Sauber,34.0,0 days 00:01:20.736000,HARD,33.0,2.0,15.0,80.736,2024,Monaco
ZHO,Kick Sauber,35.0,0 days 00:01:20.372000,HARD,34.0,2.0,15.0,80.372,2024,Monaco
ZHO,Kick Sauber,36.0,0 days 00:01:20.986000,HARD,35.0,2.0,15.0,80.986,2024,Monaco
ZHO,Kick Sauber,37.0,0 days 00:01:21.449000,HARD,36.0,2.0,15.0,81.449,2024,Monaco
ZHO,Kick Sauber,38.0,0 days 00:01:21.090000,HARD,37.0,2.0,15.0,81.09,2024,Monaco
ZHO,Kick Sauber,39.0,0 days 00:01:21.233000,HARD,38.0,2.0,15.0,81.233,2024,Monaco
ZHO,Kick Sauber,40.0,0 days 00:01:24.969000,HARD,39.0,2.0,15.0,84.969,2024,Monaco
ZHO,Kick Sauber,41.0,0 days 00:01:21.127000,HARD,40.0,2.0,15.0,81.127,2024,Monaco
ZHO,Kick Sauber,42.0,0 days 00:01:21.957000,HARD,41.0,2.0,15.0,81.957,2024,Monaco
ZHO,Kick Sauber,43.0,0 days 00:01:20.578000,HARD,42.0,2.0,15.0,80.578,2024,Monaco
ZHO,Kick Sauber,44.0,0 days 00:01:19.610000,HARD,43.0,2.0,15.0,79.61,2024,Monaco
ZHO,Kick Sauber,45.0,0 days 00:01:20.686000,HARD,44.0,2.0,15.0,80.686,2024,Monaco
ZHO,Kick Sauber,46.0,0 days 00:01:20.146000,HARD,45.0,2.0,15.0,80.146,2024,Monaco
ZHO,Kick Sauber,47.0,0 days 00:01:20.075000,HARD,46.0,2.0,15.0,80.075,2024,Monaco
ZHO,Kick Sauber,48.0,0 days 00:01:22.481000,HARD,47.0,2.0,14.0,82.481,2024,Monaco
ZHO,Kick Sauber,49.0,0 days 00:01:22.134000,HARD,48.0,2.0,14.0,82.134,2024,Monaco
ZHO,Kick Sauber,50.0,0 days 00:01:20.946000,HARD,49.0,2.0,15.0,80.946,2024,Monaco
ZHO,Kick Sauber,51.0,0 days 00:01:20.962000,HARD,50.0,2.0,15.0,80.962,2024,Monaco
ZHO,Kick Sauber,52.0,0 days 00:01:20.970000,HARD,51.0,2.0,15.0,80.97,2024,Monaco
ZHO,Kick Sauber,53.0,0 days 00:01:21.375000,HARD,52.0,2.0,15.0,81.375,2024,Monaco
ZHO,Kick Sauber,54.0,0 days 00:01:22.153000,HARD,53.0,2.0,15.0,82.153,2024,Monaco
ZHO,Kick Sauber,55.0,0 days 00:01:21.399000,HARD,54.0,2.0,16.0,81.399,2024,Monaco
ZHO,Kick Sauber,56.0,0 days 00:01:20.315000,HARD,55.0,2.0,16.0,80.315,2024,Monaco
ZHO,Kick Sauber,57.0,0 days 00:01:21.119000,HARD,56.0,2.0,15.0,81.119,2024,Monaco
ZHO,Kick Sauber,58.0,0 days 00:01:18.795000,HARD,57.0,2.0,15.0,78.795,2024,Monaco
ZHO,Kick Sauber,59.0,0 days 00:01:17.936000,HARD,58.0,2.0,15.0,77.936,2024,Monaco
ZHO,Kick Sauber,60.0,0 days 00:01:18.545000,HARD,59.0,2.0,15.0,78.545,2024,Monaco
ZHO,Kick Sauber,61.0,0 days 00:01:18.707000,HARD,60.0,2.0,15.0,78.707,2024,Monaco
ZHO,Kick Sauber,62.0,0 days 00:01:18.817000,HARD,61.0,2.0,15.0,78.817,2024,Monaco
ZHO,Kick Sauber,63.0,0 days 00:01:18.789000,HARD,62.0,2.0,15.0,78.789,2024,Monaco
ZHO,Kick Sauber,64.0,0 days 00:01:19.295000,HARD,63.0,2.0,15.0,79.295,2024,Monaco
ZHO,Kick Sauber,65.0,0 days 00:01:19.719000,HARD,64.0,2.0,15.0,79.719,2024,Monaco
ZHO,Kick Sauber,66.0,0 days 00:01:19.749000,HARD,65.0,2.0,15.0,79.749,2024,Monaco
ZHO,Kick Sauber,67.0,0 days 00:01:20.357000,HARD,66.0,2.0,15.0,80.357,2024,Monaco
ZHO,Kick Sauber,68.0,0 days 00:01:25.217000,HARD,67.0,2.0,16.0,85.217,2024,Monaco
ZHO,Kick Sauber,69.0,0 days 00:01:20.484000,HARD,68.0,2.0,16.0,80.484,2024,Monaco
ZHO,Kick Sauber,70.0,0 days 00:01:40.898000,HARD,69.0,2.0,16.0,100.898,2024,Monaco
ZHO,Kick Sauber,71.0,0 days 00:01:25.295000,SOFT,1.0,3.0,16.0,85.295,2024,Monaco
ZHO,Kick Sauber,72.0,0 days 00:01:20.585000,SOFT,2.0,3.0,16.0,80.585,2024,Monaco
ZHO,Kick Sauber,73.0,0 days 00:01:15.233000,SOFT,3.0,3.0,16.0,75.233,2024,Monaco
ZHO,Kick Sauber,74.0,0 days 00:01:20.473000,SOFT,4.0,3.0,16.0,80.473,2024,Monaco
ZHO,Kick Sauber,75.0,0 days 00:01:14.718000,SOFT,5.0,3.0,16.0,74.718,2024,Monaco
ZHO,Kick Sauber,76.0,0 days 00:01:17.173000,SOFT,6.0,3.0,16.0,77.173,2024,Monaco
